url,name,category,cost,imageURL,preparationTime,cookingTime,totalTime,yield,isLowNickel,isVegetarian,isLactoseFree,isGlutenFree,isLight,calories,carbs,sugar,protein,fat,saturatedFat,fiber,chol,sodium,bestRating,ratingCount,ratingValue
https://ricette.giallozafferano.it/Tartare-di-salmone-con-crema-di-avocado-e-mandorle-tostate.html,"Tartare di salmone con crema di avocado e mandorle tostate","Antipasti","None",https://www.giallozafferano.it/images/ricette/161/16178/foto_hd/hd650x433_wm.jpg,PT15M,PTM,PT15M,4,0,0,1,0,0,392,4.6,4.5,21.6,32,5.03,4.3,31,680,5,47,4.6
https://ricette.giallozafferano.it/Fiori-di-zucca-al-forno.html,"Fiori di zucca al forno","Antipasti","Basso",https://www.giallozafferano.it/images/ricette/169/16905/foto_hd/hd650x433_wm.jpg,PT20M,PT8M,PT28M,12,0,0,0,0,0,116,2.7,1.5,5.5,9.2,4.49,0.4,24,186,5,77,4.2
https://ricette.giallozafferano.it/Torta-soffice-allo-yogurt.html,"Torta soffice allo yogurt","Dolci","Basso",https://www.giallozafferano.it/images/ricette/8/858/foto_hd/hd650x433_wm.jpg,PT20M,PT50M,PT70M,8,0,1,0,0,0,481,61.4,27.6,9.6,21.9,11.98,0.8,155,216,5,93,3.8
https://ricette.giallozafferano.it/Gamberi-alla-catalana.html,"Gamberi alla catalana","Antipasti","Basso",https://www.giallozafferano.it/images/ricette/158/15843/foto_hd/hd650x433_wm.jpg,PT15M,PT4M,PT19M,4,0,0,1,1,0,193,7.3,7.3,16.4,10.9,1.59,1.4,165,465,5,28,4.6
https://ricette.giallozafferano.it/Pasta-con-le-sarde.html,"Pasta con le sarde","Primi piatti","Medio",https://www.giallozafferano.it/images/ricette/167/16703/foto_hd/hd650x433_wm.jpg,PT50M,PT35M,PT85M,4,0,0,1,0,0,675,81.4,11.5,29.4,25.8,3.85,5.2,49,511,5,62,4.2
https://ricette.giallozafferano.it/Insalata-greca.html,"Insalata greca","Insalate","Molto basso",https://www.giallozafferano.it/images/ricette/2/265/foto_hd/hd650x433_wm.jpg,PT10M,PTM,PT10M,2,0,1,0,1,0,527,13.5,13.5,20,43.7,17.63,5,70,1482,5,25,4.3
https://ricette.giallozafferano.it/Pasta-alla-carbonara-di-zucchine.html,"Pasta alla carbonara di zucchine","Primi piatti","Basso",https://www.giallozafferano.it/images/ricette/207/20729/foto_hd/hd650x433_wm.jpg,PT10M,PT15M,PT25M,4,1,1,0,0,0,543,67.2,2.9,19.7,21.6,7.75,2.8,361,762,5,47,4.2
https://ricette.giallozafferano.it/Torta-di-patate-e-prosciutto.html,"Torta di patate e prosciutto","Torte salate","Basso",https://www.giallozafferano.it/images/ricette/21/2191/foto_hd/hd650x433_wm.jpg,PT30M,PT60M,PT90M,8,0,0,0,0,0,831,30.7,5.2,50.5,56.2,30.69,3.3,250,1368,5,45,4.3
https://ricette.giallozafferano.it/Pasta-per-choux.html,"Pasta choux (bignè)","Dolci","Basso",https://www.giallozafferano.it/images/ricette/181/18193/foto_hd/hd650x433_wm.jpg,PT30M,PT35M,PT65M,20,1,1,0,0,0,71,3.7,0.7,3.4,4.7,2.29,0.1,104,93,5,97,4.1
https://ricette.giallozafferano.it/Vellutata-di-piselli.html,"Vellutata di piselli","Primi piatti","Basso",https://www.giallozafferano.it/images/ricette/166/16694/foto_hd/hd650x433_wm.jpg,PT10M,PT35M,PT45M,4,0,1,0,0,0,285,19.4,7.2,19.4,14.4,4.68,24.5,17,1704,5,32,4.8
